/home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/center_2019_05_23_10_17_49_033.jpg, /home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/left_2019_05_23_10_17_49_033.jpg, /home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/right_2019_05_23_10_17_49_033.jpg, 0, 1, 0, 22.04203
/home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/center_2019_05_23_10_17_49_133.jpg, /home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/left_2019_05_23_10_17_49_133.jpg, /home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/right_2019_05_23_10_17_49_133.jpg, 0, 1, 0, 23.06003
/home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/center_2019_05_23_10_17_49_236.jpg, /home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/left_2019_05_23_10_17_49_236.jpg, /home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/right_2019_05_23_10_17_49_236.jpg, 0, 1, 0, 24.02477
/home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/center_2019_05_23_10_17_49_336.jpg, /home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/left_2019_05_23_10_17_49_336.jpg, /home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/right_2019_05_23_10_17_49_336.jpg, 0, 1, 0, 24.99447
/home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/center_2019_05_23_10_17_49_437.jpg, /home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/left_2019_05_23_10_17_49_437.jpg, /home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/right_2019_05_23_10_17_49_437.jpg, 0, 1, 0, 25.95097
/home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/center_2019_05_23_10_17_49_539.jpg, /home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/left_2019_05_23_10_17_49_539.jpg, /home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/right_2019_05_23_10_17_49_539.jpg, -0.1167898, 1, 0, 26.8941
/home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/center_2019_05_23_10_17_49_640.jpg, /home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/left_2019_05_23_10_17_49_640.jpg, /home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/right_2019_05_23_10_17_49_640.jpg, -0.1602709, 1, 0, 27.78139
/home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/center_2019_05_23_10_17_49_740.jpg, /home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/left_2019_05_23_10_17_49_740.jpg, /home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/right_2019_05_23_10_17_49_740.jpg, 0, 1, 0, 28.70752
/home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/center_2019_05_23_10_17_49_841.jpg, /home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/left_2019_05_23_10_17_49_841.jpg, /home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/right_2019_05_23_10_17_49_841.jpg, 0, 1, 0, 29.6257
/home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/center_2019_05_23_10_17_49_942.jpg, /home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/left_2019_05_23_10_17_49_942.jpg, /home/madmax/Documents/git/computer_vision_projects/machine-learning/Data_from_sim/IMG/right_2019_05_23_10_17_49_942.jpg, 0, 1, 0, 30.18979
